城市,日期,銷售額,評分_平均,商品類型,比賽日,是比賽日
Suzuka,2024-06-15,389,4.19577974070977,美食體驗,,False
Suzuka,2024-06-16,457,4.615578356720233,美食體驗,,False
Suzuka,2024-06-17,245,4.6512311645156394,交通票券,,False
Suzuka,2024-06-18,480,4.262925100536496,門票,,False
Suzuka,2024-06-19,482,4.6083042635212585,美食體驗,,False
Suzuka,2024-06-20,371,4.036866164429805,一日遊,,False
Suzuka,2024-06-21,89,4.27454956070904,一日遊,,False
Suzuka,2024-06-22,391,4.57296897729653,交通票券,,False
Suzuka,2024-06-23,271,4.596619762803226,交通票券,,False
Suzuka,2024-06-24,302,4.830320137379026,美食體驗,,False
Suzuka,2024-06-25,198,4.107546249506037,交通票券,,False
Suzuka,2024-06-26,177,4.788063828733682,門票,,False
Suzuka,2024-06-27,184,4.606621569336991,交通票券,,False
Suzuka,2024-06-28,300,4.707223081198536,一日遊,,False
Suzuka,2024-06-29,427,4.865337209025989,交通票券,,False
Suzuka,2024-06-30,285,4.747165421437835,門票,,False
Suzuka,2024-07-01,87,4.797273415304609,門票,,False
Suzuka,2024-07-02,403,4.59360763112425,交通票券,,False
Suzuka,2024-07-03,373,4.078099502720397,交通票券,,False
Suzuka,2024-07-04,245,4.0957208961520895,交通票券,,False
Suzuka,2024-07-05,105,4.417094354130485,一日遊,,False
Suzuka,2024-07-06,371,4.857108667592373,一日遊,,False
Suzuka,2024-07-07,101,4.1473826387689305,一日遊,,False
Suzuka,2024-07-08,346,4.4190691114618845,交通票券,,False
Suzuka,2024-07-09,357,4.131446400241593,門票,,False
Suzuka,2024-07-10,167,4.496183516686504,美食體驗,,False
Suzuka,2024-07-11,303,4.608053726688242,一日遊,,False
Suzuka,2024-07-12,193,4.902056116194499,一日遊,,False
Suzuka,2024-07-13,430,4.5105732630993165,美食體驗,,False
Suzuka,2024-07-14,391,4.025324344823888,一日遊,,False
Suzuka,2024-07-15,390,4.00025188835682,門票,,False
Suzuka,2024-07-16,410,4.883479616500951,一日遊,,False
Suzuka,2024-07-17,325,4.519973628459969,交通票券,,False
Suzuka,2024-07-18,408,4.878393651759719,交通票券,,False
Suzuka,2024-07-19,347,4.940362466811751,交通票券,,False
Suzuka,2024-07-20,420,4.28712380538356,門票,,False
Suzuka,2024-07-21,326,4.089756427985413,門票,,False
Suzuka,2024-07-22,128,4.578222972528469,交通票券,,False
Suzuka,2024-07-23,291,4.64297656287861,交通票券,,False
Suzuka,2024-07-24,234,4.258816956742092,門票,,False
Suzuka,2024-07-25,347,4.078487592398871,一日遊,,False
Suzuka,2024-07-26,320,4.551362077099439,交通票券,,False
Suzuka,2024-07-27,227,4.376181901422729,交通票券,,False
Suzuka,2024-07-28,245,4.486637927867451,交通票券,,False
Suzuka,2024-07-29,241,4.557082524202254,交通票券,,False
Suzuka,2024-07-30,426,4.656077322890168,門票,,False
Suzuka,2024-07-31,388,4.139229824778152,美食體驗,,False
Suzuka,2024-08-01,535,4.602169326902543,門票,,False
Suzuka,2024-08-02,332,4.03481374444849,門票,,False
Suzuka,2024-08-03,106,4.336617071492516,門票,,False
Suzuka,2024-08-04,219,4.220551665186338,交通票券,,False
Suzuka,2024-08-05,75,4.038587827603349,交通票券,,False
Suzuka,2024-08-06,128,4.571868585459319,一日遊,,False
Suzuka,2024-08-07,161,4.490931799435405,門票,,False
Suzuka,2024-08-08,451,4.631244110196368,門票,,False
Suzuka,2024-08-09,387,4.59086116538702,一日遊,,False
Suzuka,2024-08-10,157,4.834650416323615,美食體驗,,False
Suzuka,2024-08-11,132,4.562822733751646,美食體驗,,False
Suzuka,2024-08-12,246,4.47193804199004,美食體驗,,False
Suzuka,2024-08-13,421,4.424508611773829,門票,,False
Suzuka,2024-08-14,454,4.172385946686185,美食體驗,,False
Suzuka,2024-08-15,151,4.234349038008872,交通票券,,False
Suzuka,2024-08-16,292,4.9693849344639265,門票,,False
Suzuka,2024-08-17,459,4.068995550554154,一日遊,,False
Suzuka,2024-08-18,255,4.948173177826563,美食體驗,,False
Suzuka,2024-08-19,207,4.705725523089442,美食體驗,,False
Suzuka,2024-08-20,426,4.607215548507453,門票,,False
Suzuka,2024-08-21,184,4.888827677622131,交通票券,,False
Suzuka,2024-08-22,296,4.689332982585458,交通票券,,False
Suzuka,2024-08-23,95,4.680366891051963,交通票券,,False
Suzuka,2024-08-24,271,4.1442970359036355,交通票券,,False
Suzuka,2024-08-25,542,4.174153247929042,門票,,False
Suzuka,2024-08-26,230,4.0873172368364,門票,,False
Suzuka,2024-08-27,324,4.712581278040041,一日遊,,False
Suzuka,2024-08-28,179,4.301332814457696,交通票券,,False
Suzuka,2024-08-29,95,4.076471468066567,門票,,False
Suzuka,2024-08-30,306,4.141371715424155,一日遊,,False
Suzuka,2024-08-31,211,4.518966334697264,美食體驗,,False
Suzuka,2024-09-01,526,4.575172778632344,美食體驗,,False
Suzuka,2024-09-02,149,4.7545627063938225,交通票券,,False
Suzuka,2024-09-03,270,4.786596818981099,交通票券,,False
Suzuka,2024-09-04,477,4.4448408845819145,美食體驗,,False
Suzuka,2024-09-05,64,4.980568305473476,美食體驗,,False
Suzuka,2024-09-06,346,4.217325907007366,交通票券,,False
Suzuka,2024-09-07,285,4.947497057525144,一日遊,,False
Suzuka,2024-09-08,139,4.086801383463209,一日遊,,False
Suzuka,2024-09-09,119,4.1584724590799675,門票,,False
Suzuka,2024-09-10,329,4.470064638283807,門票,,False
Suzuka,2024-09-11,446,4.1412146243535135,門票,,False
Suzuka,2024-09-12,387,4.557555112783965,一日遊,,False
Suzuka,2024-09-13,363,4.381841512415686,一日遊,,False
Suzuka,2024-09-14,329,4.952915496935524,美食體驗,,False
Suzuka,2024-09-15,457,4.691043086219475,交通票券,,False
Suzuka,2024-09-16,449,4.0737281392889235,門票,,False
Suzuka,2024-09-17,320,4.70613002198743,門票,,False
Suzuka,2024-09-18,450,4.483090260874481,美食體驗,,False
Suzuka,2024-09-19,301,4.001922196722757,門票,,False
Suzuka,2024-09-20,441,4.8920426451582895,一日遊,,False
Suzuka,2024-09-21,277,4.322019666046083,美食體驗,,False
Suzuka,2024-09-22,473,4.80810033499519,門票,,False
Suzuka,2024-09-23,419,4.466244537692019,交通票券,,False
Suzuka,2024-09-24,104,4.157260364751778,一日遊,,False
Suzuka,2024-09-25,355,4.100016968047038,門票,,False
Suzuka,2024-09-26,176,4.458574316923768,一日遊,,False
Suzuka,2024-09-27,223,4.746118595984414,美食體驗,,False
Suzuka,2024-09-28,466,4.459842381192628,一日遊,,False
Suzuka,2024-09-29,176,4.021025590762679,美食體驗,,False
Suzuka,2024-09-30,352,4.7034152236105236,門票,,False
Suzuka,2024-10-01,206,4.288990273555744,美食體驗,,False
Suzuka,2024-10-02,293,4.009142895622173,一日遊,,False
Suzuka,2024-10-03,322,4.924160467465853,門票,,False
Suzuka,2024-10-04,155,4.017673665980332,門票,,False
Suzuka,2024-10-05,233,4.307143732302671,美食體驗,,False
Suzuka,2024-10-06,442,4.732032010899491,美食體驗,,False
Suzuka,2024-10-07,293,4.811513792891769,美食體驗,,False
Suzuka,2024-10-08,353,4.455315393242694,交通票券,,False
Suzuka,2024-10-09,359,4.836140952820491,門票,,False
Suzuka,2024-10-10,383,4.411254394272352,一日遊,,False
Suzuka,2024-10-11,419,4.276652934365182,一日遊,,False
Suzuka,2024-10-12,465,4.940991487290552,一日遊,,False
Suzuka,2024-10-13,98,4.6320333797857245,一日遊,,False
Suzuka,2024-10-14,458,4.0252198259183505,一日遊,,False
Suzuka,2024-10-15,212,4.679258755324213,門票,,False
Suzuka,2024-10-16,307,4.9984797533297565,門票,,False
Suzuka,2024-10-17,293,4.8044462315048895,美食體驗,,False
Suzuka,2024-10-18,392,4.5291637493121275,美食體驗,,False
Suzuka,2024-10-19,491,4.822775123991355,門票,,False
Suzuka,2024-10-20,201,4.387738749483394,門票,,False
Suzuka,2024-10-21,306,4.722133571009158,交通票券,,False
Suzuka,2024-10-22,121,4.001115870231395,一日遊,,False
Suzuka,2024-10-23,128,4.882252499217701,一日遊,,False
Suzuka,2024-10-24,530,4.207027301761989,一日遊,,False
Suzuka,2024-10-25,376,4.81667117451501,門票,,False
Suzuka,2024-10-26,406,4.2986265391105745,交通票券,,False
Suzuka,2024-10-27,208,4.505677519275219,美食體驗,,False
Suzuka,2024-10-28,153,4.723167374477971,交通票券,,False
Suzuka,2024-10-29,163,4.069392209206317,美食體驗,,False
Suzuka,2024-10-30,158,4.183712116922486,一日遊,,False
Suzuka,2024-10-31,447,4.629339347558385,一日遊,,False
Suzuka,2024-11-01,420,4.465649507861791,交通票券,,False
Suzuka,2024-11-02,265,4.748739723326215,門票,,False
Suzuka,2024-11-03,493,4.638295655457672,門票,,False
Suzuka,2024-11-04,282,4.23077405885568,交通票券,,False
Suzuka,2024-11-05,379,4.678081939861438,美食體驗,,False
Suzuka,2024-11-06,141,4.156744491593047,門票,,False
Suzuka,2024-11-07,287,4.113662779444712,一日遊,,False
Suzuka,2024-11-08,491,4.3500484847308565,交通票券,,False
Suzuka,2024-11-09,352,4.91204189289955,交通票券,,False
Suzuka,2024-11-10,530,4.318026514211671,交通票券,,False
Suzuka,2024-11-11,238,4.292648034199009,交通票券,,False
Suzuka,2024-11-12,386,4.930809706022468,交通票券,,False
Suzuka,2024-11-13,394,4.945089795075681,交通票券,,False
Suzuka,2024-11-14,362,4.5488198865926615,交通票券,,False
Suzuka,2024-11-15,304,4.918497343746837,美食體驗,,False
Suzuka,2024-11-16,464,4.9011750800271185,美食體驗,,False
Suzuka,2024-11-17,450,4.6803348030529355,一日遊,,False
Suzuka,2024-11-18,261,4.8004805339968275,門票,,False
Suzuka,2024-11-19,61,4.305896966148701,交通票券,,False
Suzuka,2024-11-20,401,4.0103199182161395,門票,,False
Suzuka,2024-11-21,132,4.734809100475853,交通票券,,False
Suzuka,2024-11-22,334,4.744188370677488,門票,,False
Suzuka,2024-11-23,436,4.494079565839866,一日遊,,False
Suzuka,2024-11-24,370,4.447439027020507,門票,,False
Suzuka,2024-11-25,443,4.067854518745406,一日遊,,False
Suzuka,2024-11-26,173,4.77771070299379,門票,,False
Suzuka,2024-11-27,72,4.530727855776015,交通票券,,False
Suzuka,2024-11-28,176,4.361579228945152,交通票券,,False
Suzuka,2024-11-29,304,4.852314955822875,交通票券,,False
Suzuka,2024-11-30,276,4.192629903830535,交通票券,,False
Suzuka,2024-12-01,202,4.2714262787233075,門票,,False
Suzuka,2024-12-02,454,4.642879994187397,門票,,False
Suzuka,2024-12-03,237,4.496543182394877,交通票券,,False
Suzuka,2024-12-04,351,4.5826564513195285,門票,,False
Suzuka,2024-12-05,79,4.697611582203521,門票,,False
Suzuka,2024-12-06,185,4.4277473916961005,一日遊,,False
Suzuka,2024-12-07,386,4.222318885850464,一日遊,,False
Suzuka,2024-12-08,438,4.253066261049043,門票,,False
Suzuka,2024-12-09,413,4.741244421655392,交通票券,,False
Suzuka,2024-12-10,85,4.476910394132009,一日遊,,False
Suzuka,2024-12-11,190,4.6267495657415045,美食體驗,,False
Suzuka,2024-12-12,453,4.374158013219021,門票,,False
Suzuka,2024-12-13,315,4.81246625724998,一日遊,,False
Suzuka,2024-12-14,232,4.989091782624905,交通票券,,False
Suzuka,2024-12-15,475,4.40728671684771,交通票券,,False
Suzuka,2024-12-16,385,4.462757962771439,一日遊,,False
Suzuka,2024-12-17,308,4.0690452872605585,交通票券,,False
Suzuka,2024-12-18,236,4.773817199643305,一日遊,,False
Suzuka,2024-12-19,443,4.760421926460584,一日遊,,False
Suzuka,2024-12-20,380,4.830874658935007,門票,,False
Suzuka,2024-12-21,287,4.040028264251412,門票,,False
Suzuka,2024-12-22,189,4.292694557413751,門票,,False
Suzuka,2024-12-23,349,4.575726450335802,交通票券,,False
Suzuka,2024-12-24,192,4.249637023418523,交通票券,,False
Suzuka,2024-12-25,444,4.809314972448753,交通票券,,False
Suzuka,2024-12-26,453,4.462276705743954,門票,,False
Suzuka,2024-12-27,216,4.423605810531094,門票,,False
Suzuka,2024-12-28,397,4.445125722709341,門票,,False
Suzuka,2024-12-29,491,4.979468111441343,門票,,False
Suzuka,2024-12-30,342,4.002056291539398,一日遊,,False
Suzuka,2024-12-31,325,4.8441498718303055,一日遊,,False
Monaco,2024-02-01,234,4.202345091658255,美食體驗,,False
Monaco,2024-02-02,270,4.243939612062487,交通票券,,False
Monaco,2024-02-03,229,4.867576176619241,美食體驗,,False
Monaco,2024-02-04,240,4.134689070203114,一日遊,,False
Monaco,2024-02-05,380,4.1302290363581,美食體驗,,False
Monaco,2024-02-06,124,4.351190663525144,門票,,False
Monaco,2024-02-07,479,4.470798541167731,美食體驗,,False
Monaco,2024-02-08,450,4.049621633574125,門票,,False
Monaco,2024-02-09,526,4.890046415333898,一日遊,,False
Monaco,2024-02-10,225,4.076446940439119,一日遊,,False
Monaco,2024-02-11,217,4.43092215317608,美食體驗,,False
Monaco,2024-02-12,386,4.173092226035919,一日遊,,False
Monaco,2024-02-13,277,4.487695194296393,交通票券,,False
Monaco,2024-02-14,362,4.22914949378012,門票,,False
Monaco,2024-02-15,164,4.658291144829951,一日遊,,False
Monaco,2024-02-16,99,4.246829869142347,一日遊,,False
Monaco,2024-02-17,333,4.3992783460763,美食體驗,,False
Monaco,2024-02-18,343,4.849027941824205,一日遊,,False
Monaco,2024-02-19,55,4.175575013021756,門票,,False
Monaco,2024-02-20,444,4.330186382826996,交通票券,,False
Monaco,2024-02-21,186,4.578338648071558,交通票券,,False
Monaco,2024-02-22,511,4.312355353609286,門票,,False
Monaco,2024-02-23,339,4.12122005071172,美食體驗,,False
Monaco,2024-02-24,320,4.965588827057328,美食體驗,,False
Monaco,2024-02-25,499,4.7945406292504185,美食體驗,,False
Monaco,2024-02-26,95,4.997497783188826,一日遊,,False
Monaco,2024-02-27,416,4.656339363034378,一日遊,,False
Monaco,2024-02-28,219,4.754091706696848,一日遊,,False
Monaco,2024-02-29,208,4.323068667992889,交通票券,,False
Monaco,2024-03-01,202,4.70143824137897,交通票券,,False
Monaco,2024-03-02,314,4.735564636047948,門票,,False
Monaco,2024-03-03,194,4.269842403828551,一日遊,,False
Monaco,2024-03-04,223,4.354286465400567,交通票券,,False
Monaco,2024-03-05,452,4.9122697837907285,美食體驗,,False
Monaco,2024-03-06,210,4.972801344406072,交通票券,,False
Monaco,2024-03-07,348,4.078642153218915,交通票券,,False
Monaco,2024-03-08,429,4.3674032587707075,交通票券,,False
Monaco,2024-03-09,189,4.6200952244593285,門票,,False
Monaco,2024-03-10,87,4.027229475818354,一日遊,,False
Monaco,2024-03-11,317,4.275585860526564,美食體驗,,False
Monaco,2024-03-12,195,4.702274695406948,交通票券,,False
Monaco,2024-03-13,464,4.15554713846625,美食體驗,,False
Monaco,2024-03-14,546,4.453373688891826,美食體驗,,False
Monaco,2024-03-15,153,4.644869057440172,門票,,False
Monaco,2024-03-16,140,4.082439829605901,一日遊,,False
Monaco,2024-03-17,98,4.145743641068739,門票,,False
Monaco,2024-03-18,444,4.488464350558028,交通票券,,False
Monaco,2024-03-19,351,4.418285440014644,門票,,False
Monaco,2024-03-20,341,4.067291007131595,一日遊,,False
Monaco,2024-03-21,500,4.4201911468254345,交通票券,,False
Monaco,2024-03-22,213,4.567682888058839,一日遊,,False
Monaco,2024-03-23,493,4.089713190802817,美食體驗,,False
Monaco,2024-03-24,397,4.592540209602977,美食體驗,,False
Monaco,2024-03-25,379,4.733231801963853,一日遊,,False
Monaco,2024-03-26,186,4.049170810235658,交通票券,,False
Monaco,2024-03-27,338,4.000967337352338,門票,,False
Monaco,2024-03-28,312,4.304111114811933,一日遊,,False
Monaco,2024-03-29,367,4.786760724951694,一日遊,,False
Monaco,2024-03-30,278,4.568928252712824,一日遊,,False
Monaco,2024-03-31,357,4.44862846072438,交通票券,,False
Monaco,2024-04-01,91,4.436911385939775,美食體驗,,False
Monaco,2024-04-02,356,4.224468233776889,一日遊,,False
Monaco,2024-04-03,443,4.19114423241745,交通票券,,False
Monaco,2024-04-04,111,4.056607714046484,交通票券,,False
Monaco,2024-04-05,331,4.851342718785812,一日遊,,False
Monaco,2024-04-06,432,4.349654131340444,門票,,False
Monaco,2024-04-07,242,4.038613023240909,美食體驗,,False
Monaco,2024-04-08,404,4.510714445156976,一日遊,,False
Monaco,2024-04-09,209,4.567378210196461,交通票券,,False
Monaco,2024-04-10,316,4.235201813474577,一日遊,,False
Monaco,2024-04-11,476,4.732294223967863,美食體驗,,False
Monaco,2024-04-12,228,4.370429324514494,美食體驗,,False
Monaco,2024-04-13,336,4.512181123233635,一日遊,,False
Monaco,2024-04-14,242,4.716991102741289,美食體驗,,False
Monaco,2024-04-15,205,4.832441819313967,交通票券,,False
Monaco,2024-04-16,289,4.335261972585887,交通票券,,False
Monaco,2024-04-17,140,4.264251795080405,交通票券,,False
Monaco,2024-04-18,446,4.59128687033559,交通票券,,False
Monaco,2024-04-19,301,4.671818579209072,門票,,False
Monaco,2024-04-20,511,4.773216954847051,一日遊,,False
Monaco,2024-04-21,323,4.009676281083255,門票,,False
Monaco,2024-04-22,312,4.007227340711407,交通票券,,False
Monaco,2024-04-23,162,4.571130983455106,一日遊,,False
Monaco,2024-04-24,214,4.343511270736517,門票,,False
Monaco,2024-04-25,371,4.318412078117875,一日遊,,False
Monaco,2024-04-26,379,4.578826590841382,美食體驗,,False
Monaco,2024-04-27,294,4.5175106276000045,一日遊,,False
Monaco,2024-04-28,503,4.902471962072407,美食體驗,,False
Monaco,2024-04-29,127,4.672841714333108,門票,,False
Monaco,2024-04-30,282,4.896672631905278,美食體驗,,False
Monaco,2024-05-01,338,4.705648812085148,美食體驗,,False
Monaco,2024-05-02,256,4.101657898545156,美食體驗,,False
Monaco,2024-05-03,353,4.409799094654445,美食體驗,,False
Monaco,2024-05-04,317,4.519503348488148,門票,,False
Monaco,2024-05-05,226,4.919681359134697,美食體驗,,False
Monaco,2024-05-06,149,4.251434860421428,一日遊,,False
Monaco,2024-05-07,223,4.102666897861334,交通票券,,False
Monaco,2024-05-08,458,4.444697226061301,交通票券,,False
Monaco,2024-05-09,478,4.831957586006193,交通票券,,False
Monaco,2024-05-10,457,4.113544543927545,交通票券,,False
Monaco,2024-05-11,141,4.822567327821303,一日遊,,False
Monaco,2024-05-12,351,4.3849440839573015,交通票券,,False
Monaco,2024-05-13,420,4.754896325925749,美食體驗,,False
Monaco,2024-05-14,483,4.201215497151816,一日遊,,False
Monaco,2024-05-15,348,4.820815796435464,一日遊,,False
Monaco,2024-05-16,433,4.444182355682006,門票,,False
Monaco,2024-05-17,268,4.8549105933835355,美食體驗,,False
Monaco,2024-05-18,149,4.516083326982879,美食體驗,,False
Monaco,2024-05-19,394,4.6893170738595975,一日遊,,False
Monaco,2024-05-20,422,4.906166332123656,美食體驗,,False
Monaco,2024-05-21,273,4.0061801259490935,美食體驗,,False
Monaco,2024-05-22,141,4.6197176421770285,交通票券,,False
Monaco,2024-05-23,99,4.1264807213280825,門票,,False
Monaco,2024-05-24,292,4.548317396855941,一日遊,,False
Monaco,2024-05-25,228,4.964316495381412,一日遊,,False
Monaco,2024-05-26,176,4.11457075465735,美食體驗,2024-05-26,True
Monaco,2024-05-27,193,4.79394271257858,交通票券,,False
Monaco,2024-05-28,191,4.400681846230369,一日遊,,False
Monaco,2024-05-29,277,4.273974890256977,美食體驗,,False
Monaco,2024-05-30,144,4.860364135584493,一日遊,,False
Monaco,2024-05-31,271,4.345338753161958,門票,,False
Monaco,2024-06-01,213,4.214431283961957,美食體驗,,False
Monaco,2024-06-02,431,4.502795263911256,交通票券,,False
Monaco,2024-06-03,436,4.489048681385872,一日遊,,False
Monaco,2024-06-04,237,4.87848238022111,美食體驗,,False
Monaco,2024-06-05,120,4.937972328975449,美食體驗,,False
Monaco,2024-06-06,483,4.090589616949944,一日遊,,False
Monaco,2024-06-07,219,4.940067358220058,交通票券,,False
Monaco,2024-06-08,222,4.705220703649128,交通票券,,False
Monaco,2024-06-09,447,4.744095133752353,一日遊,,False
Monaco,2024-06-10,484,4.738176477643988,一日遊,,False
Monaco,2024-06-11,420,4.6028021457481065,交通票券,,False
Monaco,2024-06-12,494,4.197758925582743,門票,,False
Monaco,2024-06-13,483,4.917205758342085,一日遊,,False
Monaco,2024-06-14,523,4.279401916438598,一日遊,,False
Monaco,2024-06-15,125,4.7467544142789055,美食體驗,,False
Monaco,2024-06-16,186,4.973222356241919,一日遊,,False
Monaco,2024-06-17,270,4.824641880318196,門票,,False
Monaco,2024-06-18,133,4.147684002351356,交通票券,,False
Monaco,2024-06-19,339,4.004002563679054,一日遊,,False
Monaco,2024-06-20,329,4.6313220548708,門票,,False
Monaco,2024-06-21,394,4.063554139066701,門票,,False
Monaco,2024-06-22,449,4.843314927725255,一日遊,,False
Monaco,2024-06-23,516,4.702481100107283,美食體驗,,False
Monaco,2024-06-24,121,4.107140960972704,交通票券,,False
Monaco,2024-06-25,282,4.383697020508585,門票,,False
Monaco,2024-06-26,502,4.9184963755655815,門票,,False
Monaco,2024-06-27,271,4.28878421093273,交通票券,,False
Monaco,2024-06-28,235,4.638398364733985,美食體驗,,False
Monaco,2024-06-29,301,4.452495512637096,交通票券,,False
Monaco,2024-06-30,264,4.093561906902374,門票,,False
Monaco,2024-07-01,257,4.510600702807068,美食體驗,,False
Monaco,2024-07-02,113,4.931337257974331,門票,,False
Monaco,2024-07-03,528,4.710140630504152,門票,,False
Monaco,2024-07-04,228,4.7371383891666845,門票,,False
Monaco,2024-07-05,363,4.415176337265652,一日遊,,False
Monaco,2024-07-06,379,4.663260332770394,一日遊,,False
Monaco,2024-07-07,278,4.54649999410767,交通票券,,False
Monaco,2024-07-08,388,4.362171092002967,交通票券,,False
Monaco,2024-07-09,363,4.363574451841404,門票,,False
Monaco,2024-07-10,285,4.868515900208738,美食體驗,,False
Monaco,2024-07-11,477,4.819563252594711,美食體驗,,False
Monaco,2024-07-12,483,4.560284395438054,交通票券,,False
Monaco,2024-07-13,286,4.145311582315224,交通票券,,False
Monaco,2024-07-14,152,4.552596008021224,一日遊,,False
Monaco,2024-07-15,374,4.444966632999098,一日遊,,False
Monaco,2024-07-16,435,4.857924713952093,交通票券,,False
Monaco,2024-07-17,478,4.669478433343497,門票,,False
Monaco,2024-07-18,156,4.767833183498794,美食體驗,,False
Monaco,2024-07-19,104,4.816275736894527,美食體驗,,False
Monaco,2024-07-20,156,4.330876008680587,一日遊,,False
Monaco,2024-07-21,89,4.454412015648407,美食體驗,,False
Monaco,2024-07-22,229,4.797205044352694,交通票券,,False
Monaco,2024-07-23,361,4.912547298991765,美食體驗,,False
Monaco,2024-07-24,417,4.803462616581858,一日遊,,False
Monaco,2024-07-25,90,4.314512512978901,交通票券,,False
Monaco,2024-07-26,146,4.1260953371246165,美食體驗,,False
Monaco,2024-07-27,127,4.414917002285481,美食體驗,,False
Monaco,2024-07-28,135,4.4490040962192765,交通票券,,False
Monaco,2024-07-29,322,4.8149359265146945,一日遊,,False
Monaco,2024-07-30,218,4.453105780744414,交通票券,,False
Monaco,2024-07-31,441,4.566934383865914,美食體驗,,False
Monaco,2024-08-01,181,4.964770506940892,美食體驗,,False
Monaco,2024-08-02,153,4.487696121398487,交通票券,,False
Monaco,2024-08-03,338,4.870677700618504,門票,,False
Monaco,2024-08-04,140,4.5083105440364895,一日遊,,False
Monaco,2024-08-05,436,4.646286918698793,交通票券,,False
Monaco,2024-08-06,265,4.3907147892417475,門票,,False
Monaco,2024-08-07,213,4.655173479242923,交通票券,,False
Monaco,2024-08-08,154,4.5547358709996235,門票,,False
Monaco,2024-08-09,287,4.465534803508168,一日遊,,False
Monaco,2024-08-10,142,4.407864704725319,一日遊,,False
Monaco,2024-08-11,291,4.025695112393603,門票,,False
Monaco,2024-08-12,302,4.183618886491234,門票,,False
Monaco,2024-08-13,391,4.306031858495246,一日遊,,False
Monaco,2024-08-14,313,4.932841166482198,一日遊,,False
Monaco,2024-08-15,109,4.283391247000741,交通票券,,False
Monaco,2024-08-16,517,4.140436941869064,門票,,False
Monaco,2024-08-17,391,4.692320474059362,門票,,False
Monaco,2024-08-18,206,4.225819283224942,門票,,False
Monaco,2024-08-19,88,4.645773303558294,門票,,False
Monaco,2024-08-20,363,4.270861736160445,美食體驗,,False
Monaco,2024-08-21,178,4.501552643198282,門票,,False
Monaco,2024-08-22,158,4.591286478905547,門票,,False
Monaco,2024-08-23,173,4.437495858122803,美食體驗,,False
Monaco,2024-08-24,123,4.4133027501585405,美食體驗,,False
Monaco,2024-08-25,249,4.675688100435365,門票,,False
Monaco,2024-08-26,401,4.586627243979151,一日遊,,False
Monaco,2024-08-27,278,4.939386634070178,交通票券,,False
Monaco,2024-08-28,332,4.719700055556981,門票,,False
Monaco,2024-08-29,169,4.165741246171085,美食體驗,,False
Monaco,2024-08-30,351,4.023244935339024,一日遊,,False
Monaco,2024-08-31,161,4.40691232421594,一日遊,,False
Monaco,2024-09-01,391,4.126523474897227,門票,,False
Monaco,2024-09-02,470,4.661312751605494,門票,,False
Monaco,2024-09-03,425,4.6449942090572645,一日遊,,False
Monaco,2024-09-04,243,4.735418939963603,交通票券,,False
Monaco,2024-09-05,451,4.1460666225898635,一日遊,,False
Monaco,2024-09-06,348,4.918026430643947,交通票券,,False
Monaco,2024-09-07,295,4.231546170576922,一日遊,,False
Monaco,2024-09-08,339,4.453822562210384,一日遊,,False
Monaco,2024-09-09,220,4.860439244751198,美食體驗,,False
Monaco,2024-09-10,229,4.805037635500607,一日遊,,False
Monaco,2024-09-11,412,4.133707230582407,門票,,False
Monaco,2024-09-12,312,4.513194753883466,美食體驗,,False
Monaco,2024-09-13,169,4.43257500450632,門票,,False
Monaco,2024-09-14,133,4.551114998104702,交通票券,,False
Monaco,2024-09-15,402,4.8227695007792715,交通票券,,False
Monaco,2024-09-16,336,4.9356391521543586,一日遊,,False
Monaco,2024-09-17,497,4.00213391273448,一日遊,,False
Monaco,2024-09-18,430,4.3981704744621295,交通票券,,False
Monaco,2024-09-19,166,4.5323004251433,美食體驗,,False
Monaco,2024-09-20,377,4.006204769965226,一日遊,,False
Monaco,2024-09-21,76,4.310660173120537,交通票券,,False
Monaco,2024-09-22,547,4.837612956893848,交通票券,,False
Monaco,2024-09-23,360,4.673139894598391,交通票券,,False
Monaco,2024-09-24,371,4.989740985864959,美食體驗,,False
Monaco,2024-09-25,440,4.015093971930954,交通票券,,False
Monaco,2024-09-26,256,4.196366804912053,交通票券,,False
Monaco,2024-09-27,203,4.740673836568869,美食體驗,,False
Monaco,2024-09-28,432,4.30742374574512,交通票券,,False
Monaco,2024-09-29,229,4.4196315567256095,美食體驗,,False
Monaco,2024-09-30,404,4.788223020533618,美食體驗,,False
Monaco,2024-10-01,247,4.705680448733778,交通票券,,False
Monaco,2024-10-02,333,4.273930898236302,一日遊,,False
Monaco,2024-10-03,136,4.6708340489418525,交通票券,,False
Monaco,2024-10-04,148,4.861241822665997,美食體驗,,False
Monaco,2024-10-05,223,4.366493693137989,一日遊,,False
Monaco,2024-10-06,232,4.905831463426488,門票,,False
Monaco,2024-10-07,446,4.514073540888683,一日遊,,False
Monaco,2024-10-08,446,4.131562404112037,門票,,False
Monaco,2024-10-09,268,4.033922388861679,門票,,False
Monaco,2024-10-10,454,4.878337313132629,門票,,False
Monaco,2024-10-11,416,4.018608335990072,一日遊,,False
Monaco,2024-10-12,392,4.763906687284557,門票,,False
Monaco,2024-10-13,154,4.444062736704813,門票,,False
Monaco,2024-10-14,362,4.147168516814873,交通票券,,False
Monaco,2024-10-15,495,4.06256342587896,一日遊,,False
Monaco,2024-10-16,386,4.05651045620966,交通票券,,False
Monaco,2024-10-17,131,4.905020477873064,門票,,False
Monaco,2024-10-18,511,4.880013952909676,交通票券,,False
