城市,日期,銷售額,評分_平均,商品類型,是比賽日
Suzuka,2024-05-18,396,4.905527104952630,美食體驗,FALSE
Suzuka,2024-05-19,140,4.74002282096896,美食體驗,FALSE
Suzuka,2024-05-20,371,4.724415651157470,一日遊,FALSE
Suzuka,2024-05-21,206,4.442038213042500,一日遊,FALSE
Suzuka,2024-05-22,321,4.594015193386420,交通票券,FALSE
Suzuka,2024-05-23,484,4.856666334745510,門票,FALSE
Suzuka,2024-05-24,234,4.113635118511190,交通票券,FALSE
Suzuka,2024-05-25,152,4.8183876662497800,門票,FALSE
Suzuka,2024-05-26,198,4.241318463852150,門票,FALSE
Suzuka,2024-05-27,144,4.915832778680960,一日遊,FALSE
Suzuka,2024-05-28,414,4.628067034058100,門票,FALSE
Suzuka,2024-05-29,149,4.57396798448215,美食體驗,FALSE
Suzuka,2024-05-30,157,4.0266035682438800,一日遊,FALSE
Suzuka,2024-05-31,211,4.828281756189060,門票,FALSE
Suzuka,2024-06-01,434,4.3249667884356200,一日遊,FALSE
Suzuka,2024-06-02,284,4.70121467306416,交通票券,FALSE
Suzuka,2024-06-03,220,4.8262091584337200,門票,FALSE
Suzuka,2024-06-04,142,4.000858790588470,交通票券,FALSE
Suzuka,2024-06-05,148,4.77129757234193,一日遊,FALSE
Suzuka,2024-06-06,496,4.300223972413660,美食體驗,FALSE
Suzuka,2024-06-07,263,4.452005876629100,美食體驗,FALSE
Suzuka,2024-06-08,328,4.351529332384610,門票,FALSE
Suzuka,2024-06-09,331,4.435597697253110,美食體驗,FALSE
Suzuka,2024-06-10,474,4.800311744046570,美食體驗,FALSE
Suzuka,2024-06-11,108,4.977822982658460,門票,FALSE
Suzuka,2024-06-12,263,4.4629009699213900,一日遊,FALSE
Suzuka,2024-06-13,507,4.734681870939260,門票,FALSE
Suzuka,2024-06-14,313,4.580708133360070,一日遊,FALSE
Suzuka,2024-06-15,389,4.19577974070977,美食體驗,FALSE
Suzuka,2024-06-16,457,4.615578356720230,美食體驗,FALSE
Suzuka,2024-06-17,245,4.6512311645156400,交通票券,FALSE
Suzuka,2024-06-18,480,4.262925100536500,門票,FALSE
Suzuka,2024-06-19,482,4.6083042635212600,美食體驗,FALSE
Suzuka,2024-06-20,371,4.036866164429810,一日遊,FALSE
Suzuka,2024-06-21,89,4.27454956070904,一日遊,FALSE
Suzuka,2024-06-22,391,4.57296897729653,交通票券,FALSE
Suzuka,2024-06-23,271,4.596619762803230,交通票券,FALSE
Suzuka,2024-06-24,302,4.830320137379030,美食體驗,FALSE
Suzuka,2024-06-25,198,4.107546249506040,交通票券,FALSE
Suzuka,2024-06-26,177,4.788063828733680,門票,FALSE
Suzuka,2024-06-27,184,4.606621569336990,交通票券,FALSE
Suzuka,2024-06-28,300,4.707223081198540,一日遊,FALSE
Suzuka,2024-06-29,427,4.865337209025990,交通票券,FALSE
Suzuka,2024-06-30,285,4.747165421437840,門票,FALSE
Suzuka,2024-07-01,87,4.797273415304610,門票,FALSE
Suzuka,2024-07-02,403,4.59360763112425,交通票券,FALSE
Suzuka,2024-07-03,373,4.078099502720400,交通票券,FALSE
Suzuka,2024-07-04,245,4.0957208961520900,交通票券,FALSE
Suzuka,2024-07-05,105,4.417094354130490,一日遊,FALSE
Suzuka,2024-07-06,371,4.857108667592370,一日遊,FALSE
Suzuka,2024-07-07,101,4.1473826387689300,一日遊,FALSE
Suzuka,2024-07-08,346,4.4190691114618800,交通票券,FALSE
Suzuka,2024-07-09,357,4.131446400241590,門票,FALSE
Suzuka,2024-07-10,167,4.496183516686500,美食體驗,FALSE
Suzuka,2024-07-11,303,4.608053726688240,一日遊,FALSE
Suzuka,2024-07-12,193,4.902056116194500,一日遊,FALSE
Suzuka,2024-07-13,430,4.5105732630993200,美食體驗,FALSE
Suzuka,2024-07-14,391,4.025324344823890,一日遊,FALSE
Suzuka,2024-07-15,390,4.00025188835682,門票,FALSE
Suzuka,2024-07-16,410,4.883479616500950,一日遊,FALSE
Suzuka,2024-07-17,325,4.519973628459970,交通票券,FALSE
Suzuka,2024-07-18,408,4.878393651759720,交通票券,FALSE
Suzuka,2024-07-19,347,4.940362466811750,交通票券,FALSE
Suzuka,2024-07-20,420,4.28712380538356,門票,FALSE
Suzuka,2024-07-21,326,4.089756427985410,門票,FALSE
Suzuka,2024-07-22,128,4.578222972528470,交通票券,FALSE
Suzuka,2024-07-23,291,4.64297656287861,交通票券,FALSE
Suzuka,2024-07-24,234,4.258816956742090,門票,FALSE
Suzuka,2024-07-25,347,4.078487592398870,一日遊,FALSE
Suzuka,2024-07-26,320,4.551362077099440,交通票券,FALSE
Suzuka,2024-07-27,227,4.376181901422730,交通票券,FALSE
Suzuka,2024-07-28,245,4.486637927867450,交通票券,FALSE
Suzuka,2024-07-29,241,4.557082524202250,交通票券,FALSE
Suzuka,2024-07-30,426,4.656077322890170,門票,FALSE
Suzuka,2024-07-31,388,4.139229824778150,美食體驗,FALSE
Suzuka,2024-08-01,535,4.602169326902540,門票,FALSE
Suzuka,2024-08-02,332,4.03481374444849,門票,FALSE
Suzuka,2024-08-03,106,4.336617071492520,門票,FALSE
Suzuka,2024-08-04,219,4.220551665186340,交通票券,FALSE
Suzuka,2024-08-05,75,4.038587827603350,交通票券,FALSE
Suzuka,2024-08-06,128,4.571868585459320,一日遊,FALSE
Suzuka,2024-08-07,161,4.490931799435410,門票,FALSE
Suzuka,2024-08-08,451,4.631244110196370,門票,FALSE
Suzuka,2024-08-09,387,4.59086116538702,一日遊,FALSE
Suzuka,2024-08-10,157,4.834650416323620,美食體驗,FALSE
Suzuka,2024-08-11,132,4.562822733751650,美食體驗,FALSE
Suzuka,2024-08-12,246,4.47193804199004,美食體驗,FALSE
Suzuka,2024-08-13,421,4.424508611773830,門票,FALSE
Suzuka,2024-08-14,454,4.172385946686190,美食體驗,FALSE
Suzuka,2024-08-15,151,4.234349038008870,交通票券,FALSE
Suzuka,2024-08-16,292,4.9693849344639300,門票,FALSE
Suzuka,2024-08-17,459,4.068995550554150,一日遊,FALSE
Suzuka,2024-08-18,255,4.948173177826560,美食體驗,FALSE
Suzuka,2024-08-19,207,4.705725523089440,美食體驗,FALSE
Suzuka,2024-08-20,426,4.607215548507450,門票,FALSE
Suzuka,2024-08-21,184,4.888827677622130,交通票券,FALSE
Suzuka,2024-08-22,296,4.689332982585460,交通票券,FALSE
Suzuka,2024-08-23,95,4.680366891051960,交通票券,FALSE
Suzuka,2024-08-24,271,4.1442970359036400,交通票券,FALSE
Suzuka,2024-08-25,542,4.174153247929040,門票,FALSE
Suzuka,2024-08-26,230,4.0873172368364,門票,FALSE
Suzuka,2024-08-27,324,4.712581278040040,一日遊,FALSE
Suzuka,2024-08-28,179,4.301332814457700,交通票券,FALSE
Suzuka,2024-08-29,95,4.076471468066570,門票,FALSE
Suzuka,2024-08-30,306,4.141371715424160,一日遊,FALSE
Suzuka,2024-08-31,211,4.518966334697260,美食體驗,FALSE
Suzuka,2024-09-01,526,4.575172778632340,美食體驗,FALSE
Suzuka,2024-09-02,149,4.7545627063938200,交通票券,FALSE
Suzuka,2024-09-03,270,4.786596818981100,交通票券,FALSE
Suzuka,2024-09-04,477,4.4448408845819100,美食體驗,FALSE
Suzuka,2024-09-05,64,4.980568305473480,美食體驗,FALSE
Suzuka,2024-09-06,346,4.217325907007370,交通票券,FALSE
Suzuka,2024-09-07,285,4.947497057525140,一日遊,FALSE
Suzuka,2024-09-08,139,4.086801383463210,一日遊,FALSE
Suzuka,2024-09-09,119,4.1584724590799700,門票,FALSE
Suzuka,2024-09-10,329,4.470064638283810,門票,FALSE
Suzuka,2024-09-11,446,4.1412146243535100,門票,FALSE
Suzuka,2024-09-12,387,4.557555112783970,一日遊,FALSE
Suzuka,2024-09-13,363,4.381841512415690,一日遊,FALSE
Suzuka,2024-09-14,329,4.952915496935520,美食體驗,FALSE
Suzuka,2024-09-15,457,4.691043086219480,交通票券,FALSE
Suzuka,2024-09-16,449,4.0737281392889200,門票,FALSE
Suzuka,2024-09-17,320,4.70613002198743,門票,FALSE
Suzuka,2024-09-18,450,4.483090260874480,美食體驗,FALSE
Suzuka,2024-09-19,301,4.001922196722760,門票,FALSE
Suzuka,2024-09-20,441,4.8920426451582900,一日遊,FALSE
Suzuka,2024-09-21,277,4.322019666046080,美食體驗,FALSE
Suzuka,2024-09-22,473,4.80810033499519,門票,FALSE
Suzuka,2024-09-23,419,4.466244537692020,交通票券,FALSE
Suzuka,2024-09-24,104,4.157260364751780,一日遊,FALSE
Suzuka,2024-09-25,355,4.100016968047040,門票,FALSE
Suzuka,2024-09-26,176,4.458574316923770,一日遊,FALSE
Suzuka,2024-09-27,223,4.746118595984410,美食體驗,FALSE
Suzuka,2024-09-28,466,4.459842381192630,一日遊,FALSE
Suzuka,2024-09-29,176,4.021025590762680,美食體驗,FALSE
Suzuka,2024-09-30,352,4.7034152236105200,門票,FALSE
Suzuka,2024-10-01,206,4.288990273555740,美食體驗,FALSE
Suzuka,2024-10-02,293,4.009142895622170,一日遊,FALSE
Suzuka,2024-10-03,322,4.924160467465850,門票,FALSE
Suzuka,2024-10-04,155,4.017673665980330,門票,FALSE
Suzuka,2024-10-05,233,4.307143732302670,美食體驗,FALSE
Suzuka,2024-10-06,442,4.732032010899490,美食體驗,FALSE
Suzuka,2024-10-07,293,4.811513792891770,美食體驗,FALSE
Suzuka,2024-10-08,353,4.455315393242690,交通票券,FALSE
Suzuka,2024-10-09,359,4.836140952820490,門票,FALSE
Suzuka,2024-10-10,383,4.411254394272350,一日遊,FALSE
Suzuka,2024-10-11,419,4.276652934365180,一日遊,FALSE
Suzuka,2024-10-12,465,4.940991487290550,一日遊,FALSE
Suzuka,2024-10-13,98,4.6320333797857200,一日遊,FALSE
Suzuka,2024-10-14,458,4.0252198259183500,一日遊,FALSE
Suzuka,2024-10-15,212,4.679258755324210,門票,FALSE
Suzuka,2024-10-16,307,4.9984797533297600,門票,FALSE
Suzuka,2024-10-17,293,4.8044462315048900,美食體驗,FALSE
Suzuka,2024-10-18,392,4.5291637493121300,美食體驗,FALSE
Suzuka,2024-10-19,491,4.822775123991360,門票,FALSE
Suzuka,2024-10-20,201,4.387738749483390,門票,FALSE
Suzuka,2024-10-21,306,4.722133571009160,交通票券,FALSE
Suzuka,2024-10-22,121,4.001115870231400,一日遊,FALSE
Suzuka,2024-10-23,128,4.882252499217700,一日遊,FALSE
Suzuka,2024-10-24,530,4.207027301761990,一日遊,FALSE
Suzuka,2024-10-25,376,4.81667117451501,門票,FALSE
Suzuka,2024-10-26,406,4.2986265391105700,交通票券,FALSE
Suzuka,2024-10-27,208,4.505677519275220,美食體驗,FALSE
Suzuka,2024-10-28,153,4.723167374477970,交通票券,FALSE
Suzuka,2024-10-29,163,4.069392209206320,美食體驗,FALSE
Suzuka,2024-10-30,158,4.183712116922490,一日遊,FALSE
Suzuka,2024-10-31,447,4.629339347558390,一日遊,FALSE
Suzuka,2024-11-01,420,4.465649507861790,交通票券,FALSE
Suzuka,2024-11-02,265,4.748739723326220,門票,FALSE
Suzuka,2024-11-03,493,4.638295655457670,門票,FALSE
Suzuka,2024-11-04,282,4.23077405885568,交通票券,FALSE
Suzuka,2024-11-05,379,4.678081939861440,美食體驗,FALSE
Suzuka,2024-11-06,141,4.156744491593050,門票,FALSE
Suzuka,2024-11-07,287,4.113662779444710,一日遊,FALSE
Suzuka,2024-11-08,491,4.3500484847308600,交通票券,FALSE
Suzuka,2024-11-09,352,4.91204189289955,交通票券,FALSE
Suzuka,2024-11-10,530,4.318026514211670,交通票券,FALSE
Suzuka,2024-11-11,238,4.292648034199010,交通票券,FALSE
Suzuka,2024-11-12,386,4.930809706022470,交通票券,FALSE
Suzuka,2024-11-13,394,4.945089795075680,交通票券,FALSE
Suzuka,2024-11-14,362,4.5488198865926600,交通票券,FALSE
Suzuka,2024-11-15,304,4.918497343746840,美食體驗,FALSE
Suzuka,2024-11-16,464,4.9011750800271200,美食體驗,FALSE
Suzuka,2024-11-17,450,4.6803348030529400,一日遊,FALSE
Suzuka,2024-11-18,261,4.8004805339968300,門票,FALSE
Suzuka,2024-11-19,61,4.305896966148700,交通票券,FALSE
Suzuka,2024-11-20,401,4.0103199182161400,門票,FALSE
Suzuka,2024-11-21,132,4.734809100475850,交通票券,FALSE
Suzuka,2024-11-22,334,4.744188370677490,門票,FALSE
Suzuka,2024-11-23,436,4.494079565839870,一日遊,FALSE
Suzuka,2024-11-24,370,4.447439027020510,門票,FALSE
Suzuka,2024-11-25,443,4.067854518745410,一日遊,FALSE
Suzuka,2024-11-26,173,4.77771070299379,門票,FALSE
Suzuka,2024-11-27,72,4.530727855776020,交通票券,FALSE
Suzuka,2024-11-28,176,4.361579228945150,交通票券,FALSE
Suzuka,2024-11-29,304,4.852314955822880,交通票券,FALSE
Suzuka,2024-11-30,276,4.192629903830540,交通票券,FALSE
Suzuka,2024-12-01,202,4.2714262787233100,門票,FALSE
Suzuka,2024-12-02,454,4.642879994187400,門票,FALSE
Suzuka,2024-12-03,237,4.496543182394880,交通票券,FALSE
Suzuka,2024-12-04,351,4.5826564513195300,門票,FALSE
Suzuka,2024-12-05,79,4.697611582203520,門票,FALSE
Suzuka,2024-12-06,185,4.4277473916961000,一日遊,FALSE
Suzuka,2024-12-07,386,4.222318885850460,一日遊,FALSE
Suzuka,2024-12-08,438,4.253066261049040,門票,FALSE
Suzuka,2024-12-09,413,4.741244421655390,交通票券,FALSE
Suzuka,2024-12-10,85,4.476910394132010,一日遊,FALSE
Suzuka,2024-12-11,190,4.6267495657415000,美食體驗,FALSE
Suzuka,2024-12-12,453,4.374158013219020,門票,FALSE
Suzuka,2024-12-13,315,4.81246625724998,一日遊,FALSE
Suzuka,2024-12-14,232,4.989091782624910,交通票券,FALSE
Suzuka,2024-12-15,475,4.40728671684771,交通票券,FALSE
Suzuka,2024-12-16,385,4.462757962771440,一日遊,FALSE
Suzuka,2024-12-17,308,4.0690452872605600,交通票券,FALSE
Suzuka,2024-12-18,236,4.773817199643310,一日遊,FALSE
Suzuka,2024-12-19,443,4.760421926460580,一日遊,FALSE
Suzuka,2024-12-20,380,4.830874658935010,門票,FALSE
Suzuka,2024-12-21,287,4.040028264251410,門票,FALSE
Suzuka,2024-12-22,189,4.292694557413750,門票,FALSE
Suzuka,2024-12-23,349,4.575726450335800,交通票券,FALSE
Suzuka,2024-12-24,192,4.249637023418520,交通票券,FALSE
Suzuka,2024-12-25,444,4.809314972448750,交通票券,FALSE
Suzuka,2024-12-26,453,4.462276705743950,門票,FALSE
Suzuka,2024-12-27,216,4.423605810531090,門票,FALSE
Suzuka,2024-12-28,397,4.445125722709340,門票,FALSE
Suzuka,2024-12-29,491,4.979468111441340,門票,FALSE
Suzuka,2024-12-30,342,4.002056291539400,一日遊,FALSE
Suzuka,2024-12-31,325,4.8441498718303100,一日遊,FALSE
Monaco,2024-02-01,234,4.202345091658260,美食體驗,FALSE
Monaco,2024-02-02,270,4.243939612062490,交通票券,FALSE
Monaco,2024-02-03,229,4.867576176619240,美食體驗,FALSE
Monaco,2024-02-04,240,4.134689070203110,一日遊,FALSE
Monaco,2024-02-05,380,4.1302290363581,美食體驗,FALSE
Monaco,2024-02-06,124,4.351190663525140,門票,FALSE
Monaco,2024-02-07,479,4.470798541167730,美食體驗,FALSE
Monaco,2024-02-08,450,4.049621633574130,門票,FALSE
Monaco,2024-02-09,526,4.890046415333900,一日遊,FALSE
Monaco,2024-02-10,225,4.076446940439120,一日遊,FALSE
Monaco,2024-02-11,217,4.43092215317608,美食體驗,FALSE
Monaco,2024-02-12,386,4.173092226035920,一日遊,FALSE
Monaco,2024-02-13,277,4.487695194296390,交通票券,FALSE
Monaco,2024-02-14,362,4.22914949378012,門票,FALSE
Monaco,2024-02-15,164,4.658291144829950,一日遊,FALSE
Monaco,2024-02-16,99,4.246829869142350,一日遊,FALSE
Monaco,2024-02-17,333,4.3992783460763,美食體驗,FALSE
Monaco,2024-02-18,343,4.849027941824210,一日遊,FALSE
Monaco,2024-02-19,55,4.175575013021760,門票,FALSE
Monaco,2024-02-20,444,4.330186382827000,交通票券,FALSE
Monaco,2024-02-21,186,4.578338648071560,交通票券,FALSE
Monaco,2024-02-22,511,4.312355353609290,門票,FALSE
Monaco,2024-02-23,339,4.12122005071172,美食體驗,FALSE
Monaco,2024-02-24,320,4.965588827057330,美食體驗,FALSE
Monaco,2024-02-25,499,4.7945406292504200,美食體驗,FALSE
Monaco,2024-02-26,95,4.997497783188830,一日遊,FALSE
Monaco,2024-02-27,416,4.656339363034380,一日遊,FALSE
Monaco,2024-02-28,219,4.754091706696850,一日遊,FALSE
Monaco,2024-02-29,208,4.323068667992890,交通票券,FALSE
Monaco,2024-03-01,202,4.70143824137897,交通票券,FALSE
Monaco,2024-03-02,314,4.735564636047950,門票,FALSE
Monaco,2024-03-03,194,4.269842403828550,一日遊,FALSE
Monaco,2024-03-04,223,4.354286465400570,交通票券,FALSE
Monaco,2024-03-05,452,4.9122697837907300,美食體驗,FALSE
Monaco,2024-03-06,210,4.972801344406070,交通票券,FALSE
Monaco,2024-03-07,348,4.078642153218920,交通票券,FALSE
Monaco,2024-03-08,429,4.3674032587707100,交通票券,FALSE
Monaco,2024-03-09,189,4.6200952244593300,門票,FALSE
Monaco,2024-03-10,87,4.027229475818350,一日遊,FALSE
Monaco,2024-03-11,317,4.275585860526560,美食體驗,FALSE
Monaco,2024-03-12,195,4.702274695406950,交通票券,FALSE
Monaco,2024-03-13,464,4.15554713846625,美食體驗,FALSE
Monaco,2024-03-14,546,4.453373688891830,美食體驗,FALSE
Monaco,2024-03-15,153,4.644869057440170,門票,FALSE
Monaco,2024-03-16,140,4.082439829605900,一日遊,FALSE
Monaco,2024-03-17,98,4.145743641068740,門票,FALSE
Monaco,2024-03-18,444,4.488464350558030,交通票券,FALSE
Monaco,2024-03-19,351,4.418285440014640,門票,FALSE
Monaco,2024-03-20,341,4.067291007131600,一日遊,FALSE
Monaco,2024-03-21,500,4.4201911468254300,交通票券,FALSE
Monaco,2024-03-22,213,4.567682888058840,一日遊,FALSE
Monaco,2024-03-23,493,4.089713190802820,美食體驗,FALSE
Monaco,2024-03-24,397,4.592540209602980,美食體驗,FALSE
Monaco,2024-03-25,379,4.733231801963850,一日遊,FALSE
Monaco,2024-03-26,186,4.049170810235660,交通票券,FALSE
Monaco,2024-03-27,338,4.000967337352340,門票,FALSE
Monaco,2024-03-28,312,4.304111114811930,一日遊,FALSE
Monaco,2024-03-29,367,4.786760724951690,一日遊,FALSE
Monaco,2024-03-30,278,4.568928252712820,一日遊,FALSE
Monaco,2024-03-31,357,4.44862846072438,交通票券,FALSE
Monaco,2024-04-01,91,4.436911385939780,美食體驗,FALSE
Monaco,2024-04-02,356,4.224468233776890,一日遊,FALSE
Monaco,2024-04-03,443,4.19114423241745,交通票券,FALSE
Monaco,2024-04-04,111,4.056607714046480,交通票券,FALSE
Monaco,2024-04-05,331,4.851342718785810,一日遊,FALSE
Monaco,2024-04-06,432,4.349654131340440,門票,FALSE
Monaco,2024-04-07,242,4.038613023240910,美食體驗,FALSE
Monaco,2024-04-08,404,4.510714445156980,一日遊,FALSE
Monaco,2024-04-09,209,4.567378210196460,交通票券,FALSE
Monaco,2024-04-10,316,4.235201813474580,一日遊,FALSE
Monaco,2024-04-11,476,4.732294223967860,美食體驗,FALSE
Monaco,2024-04-12,228,4.370429324514490,美食體驗,FALSE
Monaco,2024-04-13,336,4.512181123233640,一日遊,FALSE
Monaco,2024-04-14,242,4.716991102741290,美食體驗,FALSE
Monaco,2024-04-15,205,4.832441819313970,交通票券,FALSE
Monaco,2024-04-16,289,4.335261972585890,交通票券,FALSE
Monaco,2024-04-17,140,4.264251795080410,交通票券,FALSE
Monaco,2024-04-18,446,4.59128687033559,交通票券,FALSE
Monaco,2024-04-19,301,4.671818579209070,門票,FALSE
Monaco,2024-04-20,511,4.773216954847050,一日遊,FALSE
Monaco,2024-04-21,323,4.009676281083260,門票,FALSE
Monaco,2024-04-22,312,4.007227340711410,交通票券,FALSE
Monaco,2024-04-23,162,4.571130983455110,一日遊,FALSE
Monaco,2024-04-24,214,4.343511270736520,門票,FALSE
Monaco,2024-04-25,371,4.318412078117880,一日遊,FALSE
Monaco,2024-04-26,379,4.578826590841380,美食體驗,FALSE
Monaco,2024-04-27,294,4.5175106276000000,一日遊,FALSE
Monaco,2024-04-28,503,4.902471962072410,美食體驗,FALSE
Monaco,2024-04-29,127,4.672841714333110,門票,FALSE
Monaco,2024-04-30,282,4.896672631905280,美食體驗,FALSE
Monaco,2024-05-01,338,4.705648812085150,美食體驗,FALSE
Monaco,2024-05-02,256,4.101657898545160,美食體驗,FALSE
Monaco,2024-05-03,353,4.409799094654450,美食體驗,FALSE
Monaco,2024-05-04,317,4.519503348488150,門票,FALSE
Monaco,2024-05-05,226,4.919681359134700,美食體驗,FALSE
Monaco,2024-05-06,149,4.251434860421430,一日遊,FALSE
Monaco,2024-05-07,223,4.102666897861330,交通票券,FALSE
Monaco,2024-05-08,458,4.444697226061300,交通票券,FALSE
Monaco,2024-05-09,478,4.831957586006190,交通票券,FALSE
Monaco,2024-05-10,457,4.113544543927550,交通票券,FALSE
Monaco,2024-05-11,141,4.822567327821300,一日遊,FALSE
Monaco,2024-05-12,351,4.3849440839573000,交通票券,FALSE
Monaco,2024-05-13,420,4.754896325925750,美食體驗,FALSE
Monaco,2024-05-14,483,4.201215497151820,一日遊,FALSE
Monaco,2024-05-15,348,4.820815796435460,一日遊,FALSE
Monaco,2024-05-16,433,4.444182355682010,門票,FALSE
Monaco,2024-05-17,268,4.8549105933835400,美食體驗,FALSE
Monaco,2024-05-18,149,4.516083326982880,美食體驗,FALSE
Monaco,2024-05-19,394,4.6893170738596000,一日遊,FALSE
Monaco,2024-05-20,422,4.906166332123660,美食體驗,FALSE
Monaco,2024-05-21,273,4.0061801259490900,美食體驗,FALSE
Monaco,2024-05-22,141,4.6197176421770300,交通票券,FALSE
Monaco,2024-05-23,99,4.1264807213280800,門票,FALSE
Monaco,2024-05-24,292,4.548317396855940,一日遊,FALSE
Monaco,2024-05-25,228,4.964316495381410,一日遊,FALSE
Monaco,2024-05-26,176,4.11457075465735,美食體驗,TRUE
Monaco,2024-05-27,193,4.79394271257858,交通票券,FALSE
Monaco,2024-05-28,191,4.400681846230370,一日遊,FALSE
Monaco,2024-05-29,277,4.273974890256980,美食體驗,FALSE
Monaco,2024-05-30,144,4.860364135584490,一日遊,FALSE
Monaco,2024-05-31,271,4.345338753161960,門票,FALSE
Monaco,2024-06-01,213,4.214431283961960,美食體驗,FALSE
Monaco,2024-06-02,431,4.502795263911260,交通票券,FALSE
Monaco,2024-06-03,436,4.489048681385870,一日遊,FALSE
Monaco,2024-06-04,237,4.87848238022111,美食體驗,FALSE
Monaco,2024-06-05,120,4.937972328975450,美食體驗,FALSE
Monaco,2024-06-06,483,4.090589616949940,一日遊,FALSE
Monaco,2024-06-07,219,4.940067358220060,交通票券,FALSE
Monaco,2024-06-08,222,4.705220703649130,交通票券,FALSE
Monaco,2024-06-09,447,4.744095133752350,一日遊,FALSE
Monaco,2024-06-10,484,4.738176477643990,一日遊,FALSE
Monaco,2024-06-11,420,4.6028021457481100,交通票券,FALSE
Monaco,2024-06-12,494,4.197758925582740,門票,FALSE
Monaco,2024-06-13,483,4.917205758342090,一日遊,FALSE
Monaco,2024-06-14,523,4.279401916438600,一日遊,FALSE
Monaco,2024-06-15,125,4.7467544142789100,美食體驗,FALSE
Monaco,2024-06-16,186,4.973222356241920,一日遊,FALSE
Monaco,2024-06-17,270,4.824641880318200,門票,FALSE
Monaco,2024-06-18,133,4.147684002351360,交通票券,FALSE
Monaco,2024-06-19,339,4.004002563679050,一日遊,FALSE
Monaco,2024-06-20,329,4.6313220548708,門票,FALSE
Monaco,2024-06-21,394,4.063554139066700,門票,FALSE
Monaco,2024-06-22,449,4.843314927725260,一日遊,FALSE
Monaco,2024-06-23,516,4.702481100107280,美食體驗,FALSE
Monaco,2024-06-24,121,4.107140960972700,交通票券,FALSE
Monaco,2024-06-25,282,4.383697020508590,門票,FALSE
Monaco,2024-06-26,502,4.9184963755655800,門票,FALSE
Monaco,2024-06-27,271,4.28878421093273,交通票券,FALSE
Monaco,2024-06-28,235,4.638398364733990,美食體驗,FALSE
Monaco,2024-06-29,301,4.452495512637100,交通票券,FALSE
Monaco,2024-06-30,264,4.093561906902370,門票,FALSE
Monaco,2024-07-01,257,4.510600702807070,美食體驗,FALSE
Monaco,2024-07-02,113,4.931337257974330,門票,FALSE
Monaco,2024-07-03,528,4.710140630504150,門票,FALSE
Monaco,2024-07-04,228,4.7371383891666800,門票,FALSE
Monaco,2024-07-05,363,4.415176337265650,一日遊,FALSE
Monaco,2024-07-06,379,4.663260332770390,一日遊,FALSE
Monaco,2024-07-07,278,4.54649999410767,交通票券,FALSE
Monaco,2024-07-08,388,4.362171092002970,交通票券,FALSE
Monaco,2024-07-09,363,4.363574451841400,門票,FALSE
Monaco,2024-07-10,285,4.868515900208740,美食體驗,FALSE
Monaco,2024-07-11,477,4.819563252594710,美食體驗,FALSE
Monaco,2024-07-12,483,4.560284395438050,交通票券,FALSE
Monaco,2024-07-13,286,4.145311582315220,交通票券,FALSE
Monaco,2024-07-14,152,4.552596008021220,一日遊,FALSE
Monaco,2024-07-15,374,4.444966632999100,一日遊,FALSE
Monaco,2024-07-16,435,4.857924713952090,交通票券,FALSE
Monaco,2024-07-17,478,4.669478433343500,門票,FALSE
Monaco,2024-07-18,156,4.767833183498790,美食體驗,FALSE
Monaco,2024-07-19,104,4.816275736894530,美食體驗,FALSE
Monaco,2024-07-20,156,4.330876008680590,一日遊,FALSE
Monaco,2024-07-21,89,4.454412015648410,美食體驗,FALSE
Monaco,2024-07-22,229,4.797205044352690,交通票券,FALSE
Monaco,2024-07-23,361,4.912547298991770,美食體驗,FALSE
Monaco,2024-07-24,417,4.803462616581860,一日遊,FALSE
Monaco,2024-07-25,90,4.314512512978900,交通票券,FALSE
Monaco,2024-07-26,146,4.1260953371246200,美食體驗,FALSE
Monaco,2024-07-27,127,4.414917002285480,美食體驗,FALSE
Monaco,2024-07-28,135,4.4490040962192800,交通票券,FALSE
Monaco,2024-07-29,322,4.8149359265146900,一日遊,FALSE
Monaco,2024-07-30,218,4.453105780744410,交通票券,FALSE
Monaco,2024-07-31,441,4.566934383865910,美食體驗,FALSE
Monaco,2024-08-01,181,4.964770506940890,美食體驗,FALSE
Monaco,2024-08-02,153,4.487696121398490,交通票券,FALSE
Monaco,2024-08-03,338,4.870677700618500,門票,FALSE
Monaco,2024-08-04,140,4.5083105440364900,一日遊,FALSE
Monaco,2024-08-05,436,4.646286918698790,交通票券,FALSE
Monaco,2024-08-06,265,4.3907147892417500,門票,FALSE
Monaco,2024-08-07,213,4.655173479242920,交通票券,FALSE
Monaco,2024-08-08,154,4.5547358709996200,門票,FALSE
Monaco,2024-08-09,287,4.465534803508170,一日遊,FALSE
Monaco,2024-08-10,142,4.407864704725320,一日遊,FALSE
Monaco,2024-08-11,291,4.025695112393600,門票,FALSE
Monaco,2024-08-12,302,4.183618886491230,門票,FALSE
Monaco,2024-08-13,391,4.306031858495250,一日遊,FALSE
Monaco,2024-08-14,313,4.932841166482200,一日遊,FALSE
Monaco,2024-08-15,109,4.283391247000740,交通票券,FALSE
Monaco,2024-08-16,517,4.140436941869060,門票,FALSE
Monaco,2024-08-17,391,4.692320474059360,門票,FALSE
Monaco,2024-08-18,206,4.225819283224940,門票,FALSE
Monaco,2024-08-19,88,4.645773303558290,門票,FALSE
Monaco,2024-08-20,363,4.270861736160450,美食體驗,FALSE
Monaco,2024-08-21,178,4.501552643198280,門票,FALSE
